text,label
牛B，今天又是倒数第一，延续上周五的排位。,0
下午深v,0
快了，再等等,0
嗯,0
做梦呢[可爱]2,0
你想多了 朋友,0
这股反向理解,1
这个可以有,1
今天新和成怎么布局,0
说反的吧，卖的多,0
我看到他提示后买入目前十八个点,0
满嘴跑火车，有意思么[骂]16,0
这个奶牛是只吃草不产奶[可爱]2,1
你越喊越跟你反着来,0
我提示的减仓位2800。大家注意哈,0
你怎么知道，你也是里面一员吗,0
好了 我马上接盘,0
一字板,0
这叫空中加油，小菜鸡三个月能看懂啥，辣鸡,1
明天能涨停么？,0
真是个大聪明,0
只要开打就行，要的是概念！炒作不要其他的。,0
涨到八块就满足了。,0
纯碱太强了，空纯碱好慌,0
拉萨天团做的票,0
你会打脸的,1
什么眼神,0
九安卖出可以到保利联合抄底，大行情还在后面[棒]27,0
吃个A,0
今天20Cm,0
我是四毛二买的,0
看看你说的10点半[糗]5,0
反向龙头[捂脸]18,0
两个冒牌货带头，向下起动？,0
保利协鑫改名字了。。。协鑫集成科技股份有限公司VS协鑫科技控股有限公司。。。混不了？[捂脸]18[捂脸]18,0
没有先手不给机会，算了,0
和更名无关，基本面早就变了，增发不出来难涨,0
保利太弱了,0
兄弟，纽币,0
会,0
低位潜伏需要勇气跟耐心的了,0
标榜要破发,0
不是,0
跌停开不了，都给你,0
愿望是美好的，现实是打脸的。,1
北上资金是在岀货吗？真看不懂,0
他喜欢当[狗]28,0
你怎么不说8000亿？,0
你不是看空吗？你难道不是散户？为啥说是一致呢？,0
进不去了啊！,0
说得这么多，有涨吗？估计是被套牢死了吧？,1
富爸爸是泄气的皮球,0
竞价太弱了<br />,0
你的感觉不是个好感觉,0
万水千山总有情，你看九爷行不行，我看行[棒]27,0
喝的72度的吧！53度的不可能醉这么快！,1
[白眼]9[白眼]9[白眼]9,0
应该要开我还没进呢[捂脸]18,0
真用心了 简单点一句话 千万别卖！,0
你被打脸还少吗，你这水平，哈哈哈哈,1
谢谢你,0
成本16的瑟瑟发抖,0
割韭菜的,0
看看汾酒就知道了,0
海峡环保(603817)2022年2月18日dde散户数量为12.95。散户数量增加，主力介入低。并且散户数量相比昨天增加687%，大单卖出较多，表示主力有进一步将筹码转移到散户手中的现象，后期盘面可能不太稳定。该股在两市中散户数量排名名次为1104。,0
开盘接近10美金,0
天亮了！,0
不！,0
长城不倒你一定倒,0
0.5是可行的,0
牛逼,0
你卖十三香呢？,0
股市里都是人才,0
兴盛旺成立于2021，双方及股东均没有医疗历史背景，业务相当于外包，双方合力将股价做高[龇牙]8,0
162才回成本,0
家里刚通网么，兄弟，哈哈哈,0
黑嘴,1
刚卖了就涨！,0
拿10年看看,0
是涨太多了，所以跌到1块也正常,0
开不了的，你看看封单,0
主力知道你的意思啦……使劲评论区发……主力会听你的……哈哈，哈哈笑死啦,1
眼睛是个好东西,0
说明上升无阻力，主力压着不让涨了，想低吸,0
说反了，应该是涨5个点,0
st怎么涨这么多？？？,0
就是怕它摸溢价，只拉正股，那就坑。好在债价不高，还是有一定的机会,0
不好意思，有14分钟,0
要点脸吧,1
挂着玩儿的,0
刘丽霞谁,0
给自己上套,0
清仓就没这烦恼了[龇牙]8[龇牙]8,0
谁也想,0
四年了，你都闭眼玩[笑哭],0
补10倍，几个点就回来了,0
你多买点,0
解禁潮来了，涨停就走,0
低调低调，已悄悄加仓800手,0
宇宙总龙头九安医疗,0
全是高溢价发行，承销商和上市公司股东赚一波把散户全套成股东，现在新股都这套路，有成长性的股票开盘直接2--3倍散户想买也得高价买。,0
打嘴巴把,0
是个狠庄在操作,0
你早点歇着，逼逼啥,1
操作的时候手抖了，26个点,0
你说了算呗,1
你都这么明白了，还这么关注这只“垃圾”干什么，几千只股票还不够你操心吗？,0
1秒都用不上,0
16不知道什么时候能回本,0
鸟玩了你,1
绿一个点了兄弟,0
难道欧洲打仗需要买中国的轻武器吗？,0
我真的周五买了，想我发财吗,0
这就是典型的丧心病狂,0
急了，拖出来了…..找不到接盘的小散好慌[龇牙]8,1
三元没有融券。,0
被你这嘴开过光基本完蛋。,1
哈哈,0
反向操作，盆满钵满,0
你是咋看出T字板的啊,0
6000手出货了,0
有公众号吗？,0
痴人说梦,0
不可能吧，能保住±0.02就不错了,0
唱空证明你没筹码,0
今天主力没有挂跌停试盘，必有蹊跷！,0
梦里啥都有,0
[捂脸]18[捂脸]18[捂脸]18,0
在那喝的假酒,0
干就完了,0
我34出了,0
龙头是哪个？<br />,0
随便跌，破了二十再来买,0
东数西算利好都出来了，今天应该是稳了的,0
你字多就服你,0
兄弟再坚持两天就不一样了[糗]5,0
高开低走,0
你炒股赚过钱嘛[吃瓜]15,0
坐下慢慢说，别噎着。,0
搞了很多数字基建，固定资产增多了。你是不是装不懂？,0
别怕明天还是涨停,0
瞎扯淡,0
搞了个中间体项目备案 股价就翻天[捂脸]18 何况雅本已经在量产 还在筹备扩产…..,0
你懂个毛线，天士力研制心脑血管疾病类药，是主营业务，占比收入达到百分之70以上，而且毛利率很高，近十年没有融资，证明现金流也很好，就算拿着钱去搞酒也没错，云南白药公司还搞牙膏呢,1
阳光城房地产暴雷没看新闻？技术面也不看？,0
我七点走了[流泪]7[流泪]7[流泪]7[流泪]7,0
九年就学了这个？这票你看看庄股典型特征，涨一分跌一毛。你别在这害人了,1
肯定下不去了。可以拿一拿。兄弟姐妹们们<br />,0
说了这么大一通今天被打脸,1
不用着急，主力得等你们今天追高进来，反正今天你出不去了，他还怕你跑？,0
13.6会不会追高啊,0
打不开就打死你[可爱]2,0
沙钢股份<br />,0
这货三年了，气的快吐血了,0
自言自语，一个点又卖又买的笑死了，我在科士达赚了10几个点，都没你这样！看看人家涨多少吧！,0
一个都跑不掉,0
杞人忧天,0
好的，100万支持下,0
这你也信，你天真的可爱,1
同意,0
你倒是截图出来，别在这里扰乱军心,0
有良心的股民都会自觉抵制,0
谢谢,0
牛哥互关一下行吗[笑]1,0
套的多了，估值不高，拿着正常吧,0
想多了，这股很难突破三块,0
必须是东数西算！公司集云计算，边缘计算，大数据，区块链一体企业！！！,0
他说不行，就要开始加仓,0
我周五成功洗出来了,0
是条半死不活的蚯蚓，,1
牛逼,0
单价连续三月回正[龇牙]8,0
管理心理学去<br />从最近3年的年度表现来看，2020年是以“两瓶酒”为代表的大消费表演的一年。2021年是以宁德时代为代表的新能源表现的一年。显而易见三大板块中主要的两大板块在过去两年里都轮番表演过了。水皮想现在无论如何，即便从保守的角度来讲，如果有结构性机会，也只可能是大金融板块。大盘指数已经走坏，注定今年是震荡调整行情，高估值版块风险加大，主力资金调仓换股到低估值滞涨的银行金融版块，江浙地区的银行受益于当地经济发展，发展空间巨大，具有涨停基因的小市值紫金银行底部已出现，目前月线金叉，趋势处于上升通道，布局建仓时机，未来可期，正在酝酿大行情，全面注册制后银行股也会有20cm大长腿,0
就是来搞笑的，乐死了,1
啪啪啪,0
近期之江生物实际发生股东增减持31次，累计减持3001.97万股，占流通股比24.22%。,0
365个板 板一年，过年休市7天，开市接着板一年,0
亏了几万块卖飞，哎,0
谢谢,0
你已在警察监控范围之内！随时捉你,0
20时候建的仓，12时候割了留了100股，现在回头看看，还是比较明智，可惜没有全割掉,0
出门左转，不送,0
第二家加油,0
你为什么可以发语音,0
参与个毛，不到8个板估计都不会开板，怎么参与？,0
真是弱啊,0
兄弟我和你一模一样7.25卖的，肠子都青了,0
25见了，不震荡狠点谁能交出筹码,0
有藏獒的股全天在水下,0
是的，这东西是不是活不活的？,0
我赞同博主的看法，看季线和年线就知道应该在什么价位，短线震荡完了就是向上干，业绩也有保障，不要纯粹的炒概念，看看浙江建设的走势，就因为业绩优秀所以主力玩命做多,0
可以入手了<br />,0
炒股那么久了，你还信这？真合并还会给你买入的机会？,0
焦煤又又涨了…,0
想得有点多[龇牙]8,0
关注着点，这个封单有多小[捂脸]18,0
总想自己的票上涨啊,0
对的起码3个点的面,0
25分的时候就是它砸的，五千多万基本走完了,0
咋样，我说的准吧,0
吸个粑粑！出货,0
这段时间没少涨，跌一跌也正常,0
忽悠，继续忽悠,1
打板的人，都是传奇人物,0
马上就st了，不知道你的心态怎么这么好！！,0
我也第一涨停前走的，唉,0
什么叫做 价值 投资,0
龙津医药要涨啦,0
然并卵,1
能五板就烧高香了！,0
你要有信心，缩量调整洗盘，3-9天，下支撑位7.5，破了就要二次打底,0
会是什么样,0
九十九句真话最后一个假话，忽悠人嘛,0
快点进来吧,0
假的,0
有希望,0
农业，数字货币两会热点,0
想啥呢,0
科技兴国，不是ETF兴国,0
今天上十个点呢,0
我的给你，一会我跑。,0
大数据说白了就是个机房。概念太老了。还是数字货币感觉概念长久。,0
想多了吧,0
搞不好又一波大行情猜测,0
别吹了，吹多打脸,1
快加，慢了损失几个y,0
20日线是多少？,0
败诉股价也涨,0
最多三个,0
以后也是,0
这是牛逼大了,0
你是纯正血统韭菜，一个人唱独角戏,0
我也觉得，还没开盘就上去了，有套了一波。,0
没有办法了。这股票本来就是割韭菜的,0
亏了12.7个w,0
连股权结构都没搞清就想股市弄钱，难呐,0
股龄,0
老师说满仓干它,0
理你给你脸了,1
股权没关系。但上市公司是否向国台买酒？是否存在利益输送？,0
公司不送找你要？！！,0
我们散户只有中国移动。这种标榜烂股才派到中签。。能大涨的新股一年都中不到,0
进了吗,0
人才啊[棒]27,0
可惜打开了，不是好事情。,0
军工跌的时候，这瓜娃子票就是军工股了,0
这垃圾桶谁,1
故事很精彩啊,0
明天能不能再指导一下,0
认同[棒]27[棒]27,0
你是对的,0
就因为他在金刚才这样！他走金刚就有新血液进来，才有大好前景！,0
既然走了今天就别回来发几十条胡说了,0
送外卖赚钱不容易，这么冷的天,1
这种高位股，基本就是利好出货，市值六百多亿接个小单子不算利好，是属于忽悠型利好，所以出货是立即做的,0
直接低开套人,0
没下5.75，设置低了,0
牛哥麻烦关注我一下，想和聊聊，学习学习，,0
股价不涨，业绩100亿，也没用,0
多空都慌,0
我脑子不好使，说的明白一点不行吗？就像没有说的一样,1
微创的手术机器人出来了吗？<br />,0
山雨欲来都有雷[笑]1,0
今天能涨,0
一起融券做空，短期看到腰斩,0
涨停没戏,0
天天喊，有毛病吧,1
布局暴跌对吧<br />,0
在哪里直播呢[龇牙]8,1
朋友，经验不足导致，慢慢来，他日重新赚他,0
起床了,0
他没真玩艺，所有概念都是忽悠，一叫针就别茄子了 。,1
你没听说过大雨也会影响收成吗,0
哈哈，烟台人吗。,0
要是能涨停，上周五借着东风早就涨停了,0
做个人把,1
完了，你说拉升必下跌,0
自己看能力持有和不持有，想那么多干嘛??,0
梦里[龇牙]8,1
你还在幻想！你不割肉，本月会全部亏光！,0
必跌。,0
我居然看完了[捂脸]18,0
狼来了的故事告诉我们即便是同样的操作，该信还是要信的，不然万一是真的狼来了（拉升），孩子就没有了（提前抛了）。,0
你在里面吗？,1
板块最差,0
我也是全仓2.15进的，13.26，妈的，扛了一个礼拜了，看好,0
关注等着看你内裤输光出来。,0
他转型成功了，估计你也不知道跑哪去了,0
吃独食玩的人就少。获利盘清不干净,0
高低位对倒对倒控盘，,0
涨50个点也没用,0
可能不给机会上车,0
高开诱多有坑,0
千亿利润的海控看看,0
吸地板吧[可爱]2,0
别说3个点，1个点都没有[委屈]6,0
今天就破】、,0
补仓吧，今年会到7.31,0
你不在这里喷，谁有病鸟你。你这里喷子太多了，亏点唧唧歪歪,1
你倒是吃菜呀，别光顾着喝[龇牙]8,0
我希望这周都别开门,0
跌停超底再挣20%,0
2022最大的笑话,0
不要玩短线，财不入急门，长线慢慢来,0
昨天也有人说利好，结果今天这鸟样,1
冲跌停了要,0
来看看,0
几个菜啊  喝成这样,1
太热了咯<br />从最近3年的年度表现来看，2020年是以“两瓶酒”为代表的大消费表演的一年。2021年是以宁德时代为代表的新能源表现的一年。显而易见三大板块中主要的两大板块在过去两年里都轮番表演过了。水皮想现在无论如何，即便从保守的角度来讲，如果有结构性机会，也只可能是大金融板块。大盘指数已经走坏，注定今年是震荡调整行情，高估值版块风险加大，主力资金调仓换股到低估值滞涨的银行金融版块，江浙地区的银行受益于当地经济发展，发展空间巨大，具有涨停基因的小市值紫金银行底部已出现，目前月线金叉，趋势处于上升通道，布局建仓时机，未来可期，正在酝酿大行情，全面注册制后银行股也会有20cm大长腿,0
正股撤单了转债就凉了,0
[吐血]11还要跌 如果大家都觉得好的时候就不可能拉 看换手率就知道 主力吸不够筹码,0
买这股拿长期主要博字节上市，元宇宙和数字经济发展快现在，字节如果重新有上市新闻一出百分百买不到,0
涨停,0
认真的吗？ 被这货bi的绝望了 哈哈哈哈,1
这股套人,0
我当时还看了一下市盈率只有10，还说这股可以长期拿，还是没拿住,0
还行吧，华鑫也不是一家独大，看看分时承接好的话应该可以入,0
也可能是因为我昨天买了,0
我也是，哭死了,0
用你的水平证明给我看  我就用记录打你脸,1
10个以上坐稳扶好,0
宁波建工是要出货吗,0
会绿,0
大概率摸一下就砸,0
韭菜[笑哭][色]4[色]4[色]4,0
赶快跑，尿性太强，每次都是,0
可能是 大量用的是 中科院自己研制的 几十里米那种芯片,0
发行股份购买资产，募集配套资金。募集的资金是用来补充流动性等的，不是买资产的，买资产的是发行股份交换的,0
有本事再加啊,0
6块钱上面一大堆套牢盘，没人割肉庄家不会拉，庄家不是慈善家,0
啥也不是少赚了二十个点平了,0
上啊,0
。。。六年经验哪来的,0
唱多十几二十天了，股价涨2分。细品[笑]1,0
今天再涨10个点，雅本化学就会关到小黑房子里。,0
地板？,0
那我得抓紧跑<br />,0
儿子，你判断的不算错呢，啥时候入场,0
可能性很大<br />,0
应该是跑不跑的问题吧,0
不可能，这股性不会，应该会慢慢上,0
该跑了,0
难道这消息是个特大利好[笑哭],0
这周都是一字板了兄弟 让我嗨起来,0
多,0
座稳了，开始启动了,0
各人走远点,0
我裂开,0
第一次这么多人点赞，呜呜呜呜呜呜呜[笑哭],0
多琢磨琢磨再来炒股吧,0
又不龙头股，打板不可能的,0
涨停，哈哈,0
听君一席话，砸锅卖铁去加仓,0
便宜买不到了,0
低开了,0
不会吧,0
你好，什么时候买天能股份合适呢？谢谢,0
我竟然全部看完了。。。,0
消息有没有用另算，关键正常的股票会加一个数据中心的概念，但是中原证券硬是没有加,0
等下你就知道惨了,1
有,0
全是国资队，你有本事就去,0
21块成本<br />,0
红色的大跌,0
对的，追空的绝逼被套，有利润就要跑，一跌就拉，拿不了空单,0
准备飞,0
是多了个土壤修复概念,0
四十多亿了,0
向下涨停吗？,1
看看股龄就知道是个托,0
打脸不，以后少出来带节奏,1
一日游了。,0
我今天就卖了，你个接盘侠，慌的一逼,1
你这个托真low，除了忽悠，就是骂人，从不正面回答年前上十块，简直懒得回你,1
你仓位都没有别在这高谈阔论了！XBB,1
肯定得落下来,0
别只顾着喝，好歹也吃颗花生米,0
你好好数,0
以为这是蔬菜瓜果呀。晚了就没了,0
反而跌呢。作何解释。,0
这货有拉升潜质,0
从哪里下载的？感觉制作的怎么样？我从安卓应用宝没找到。谢谢了,0
东数西算刚火起来，应该可以来几天,0
耐心等待，想飞先消化了压力位[狗]28,0
有的<br />,0
不要太自信，低调点安全。,0
好大个烟锅巴踩不熄,0
那是头部券商,0
核废水喝多了吧？整天胡言乱语的，做人要厚道，别买了就一直唱多，想要便宜筹码就一味唱空。,0
今天一字板跌停开盘，散户割肉没机会了。,0
[笑]1这都能买到？,0
根据你这个托反向操作即可[努力]26,0
明天肯定看美股情况  低开是肯定会低开的吧,0
居然跑脱了,0
你赶紧卖，我来接,0
九安涨停，接着龙津医药要涨啦,0
哈哈哈,0
你说的对，边缘化了这票,0
我也有，5块卖你，微信聊,0
庄都跑了，砸散户,0
没交易量当然没卖点,0
马上就像金种子一样了，懂的都懂,0
牛逼等到10元才卖,0
补缺口,0
吹牛,0
除了人气不够 缺个利好公告 其他都很OK<br />,0
不要认怂呀,0
看来还要跌,0
什么原因啊,0
10块钱卖给你要不，也就7000股，祝你赚多点,0
起码套进了一个军,0
你不会收了庄家的那啥吧 这么激动  反正我是不看好的88咯你哦,0
全球人民来对付多头,0
然后呢,0
龙建在想死,0
那老大你什么时候拉呢？,0
不懂要表达啥,1
此话何解？难道你认为它可以大涨吗？有转债的股票不会上涨的。,0
这和汉缆有一毛钱关系,1
抓紧跑,0
有个鬼,1
我就怕高开?? 高开3个点以内还好  高开多了 就怕出货了,0
能,0
这个位置找接盘？？？,0
好,0
确实,0
字多最牛,0
完蛋了，今天早盘买的逃不出去，两天涨幅超过30%，今天晚上肯定出停牌公告。。。,0
都快把公司买下来了,0
刚才有50亿的封单,0
等你,0
今天吃肉,0
这个老板就是龙利德的老板[捂脸]18,0
这货今天咋了,0
以前一天就翻倍,0
6快6的本兄弟加油,0
醒醒  天亮了,0
就你这么高调的人就坏事的啦。,0
人才，改行吧！,0
你炒这么久了，还看不明白么，如果没赚几个钱，就好好给我看看我说的，我炒股就没亏过，我比你硬,1
从哪看的，兄弟,0
还得跌,0
有些大V患的是无良症，天生的,1
我也是硬吃了10个跌停亏了6位数[捂脸]18,0
早盘受周末消息面玻璃现货出货不畅而排斥高价纯碱。看下午2.16分玻璃降价幅度纯碱2800选择方向,0
垃圾股上天,0
那你的股龄怎么才一年,0
你10倍吗,0
我也想不出下跌的理由，所以持有等翻仓。,0
懂哥你真懂啊，,1
不涨怎么着,1
5个20厘米还不满足吗？天天给你20厘米好吗？,0
这股没有第二波,0
低位利空，你想想,1
恐怕没机会,0
利空出尽就是利好！这股我看好它,0
你慢慢吃吧,0
放心，钱是自己的，自己看好买入悄悄挣大钱就行.天天喊来喊去的居心就有问题了。,0
跌停板,0
你太有才了,0
对，我也是准备今天跑,0
他做梦得来的,1
白方哈，今天会下跌，意思让你别慌??,0
不会吧！？！？！？！,0
想都别想,0
好像你水平很高似的，即使是今天反弹一点后天还会跌的，现在在半山腰了,0
你是西昌的？,0
你可能进来不到。,0
中国股市你不懂[捂脸]18,0
有机会红盘的，不要急[可爱]2,0
美豆油不开盘，国内随心所欲,0
你看看诚达第一天涨多少再说,0
这话说的没毛病，等今晚公告吧,0
？？？,0
牛哥发现今天抛盘多，赶紧发个看多信息让小散抬轿[狗]28[狗]28[狗]28[狗]28[狗]28,0
你是不是傻  买进啊,0
不然怎么能叫庄家呢？,0
我也是，脑袋抽抽了,0
你说的涨停结果大跌，真打脸,1
这么厉害,0
是个拖？,0
鸡汤来喽,0
什么利好？,0
我上周五出了一半t不回来了,0
哈哈哈哈哈哈哈哈哈哈哈哈，笑出了眼泪。看到你这样，我心里面舒服多了。,1
今年必到9.6元，拭目以待,0
44.6亿，厉害,0
别的垃圾，这个是垃圾中的垃圾,1
进不去就不愿我了，我吃一口就行,0
哈哈,0
提保大跌,0
在理[棒]27,0
250万手,0
那家主力吃饱了，开板就是出货时[龇牙]8,0
有梦好啊,1
坐等收钱??,0
怎么也得来个18板[色]4,0
巴比Q了吧,0
你不是拖就是想寻开心，创业板不可能一字连，一个不得了,0
原油呢,0
夏老师说要加仓5成。,0
要等,0
格局大点，821,0
自己多买点,0
不可能跌停，主力在秀肌肉，能让你跌停买入的股票必有大雷[龇牙]8,0
你特么说这么多随便都能说中几个,1
美疫情回落快定单会变少业绩无后序天暖加速病退。,0
他没装。,0
懂得都懂,0
中信一开口，必跌,0
大单买入是负,0
你疯了吧,1
真敬业，，，说得让我忘记了刚暴跌的痛苦，说得让我有种有5连板的期待[锦鲤]21[锦鲤]21[锦鲤]21,0
2022年2月18日中元股份集合竞价无明显异动，竞价涨幅为-0.83%，竞价成交价为7.15元，成交量为3.84万股，成交额为27.46万元，未成交量为-1900.00股，未成交额为-1.36万元,0
跌到65以后疯狂反弹,0
这是个四不像，数字货币没有，东数西送没有，电子元件没有，大数据没有[痛苦]3[痛苦]3,0
不止，应该160左右,0
冬奥会从开幕到现在，他股价一直跌的[捂脸]18[捂脸]18[捂脸]18,0
开盘就卖，今天大跌,0
今天大盘怎么那么差啊不然上午收盘就涨停了,0
东数西算本质上就是基建,0
根据研究机构预测结果，赣锋锂业近6个月的平均目标价为200.50元。,0
天灵灵，地灵灵，涨一分钱行不行……,0
套傻了？,0
涨起来就不给你机会了，割肉就慢慢的割，不碰它了。,0
错了你赔？,0
早破了,0
长毛线差不多，啥概念都没用,0
形态不错,0
西酒东喝,0
我也是被止损了,0
股票不涨，没用,0
十倍大牛，非他莫属，别紧张,0
我的显示亏了16,0
高开就泡粑,0
老师要是这么流弊还有功夫搭理你？,0
我就是空,0
你懂个鸟,1
此贴中性，只是冒个泡泡证明欧还在[龇牙]8[龇牙]8[龇牙]8[龇牙]8[龇牙]8[龇牙]8[龇牙]8[龇牙]8,0
有19元的价位吗？,0
估计是不是 没散户了,0
别给红日写文章有个毛用电话集集号$红日药业(300026)$ 牛鬼蛇神热点不是中药不是红日药业你们 全部给了以岭药业，数字东送西化亚运会，牛鬼蛇神要不要告倒红日药业最差董秘呀？老贴们要告点赞关注律师免费打赢官司保护投资者，让红日药业曝光内幕交易让红日药业破产哈哈哈哈服不服不服不行,0
[龇牙]8非常期待,0
天花板吧,0
涨也是出货、跌也是出货！天天平走才好呀[黑人问号]20,0
我给我开1亿倍,0
已经取消会晤了,0
建议持续关注投资7亿原料药基地，龙头老大，向日葵??的动向，严防踏空主升浪……,0
我是17块4抄底，本来想放一周回来看看的，现在一周过去了涨70%了,0
噗，笑死啦,0
厉害，,0
我想买,0
你看看 扇贝们已经开始推升股价了,0
不管利空利好，涨就是完美的。,0
谢谢复盘，不过感觉你写的很多不对。转债现在是情绪为主，你过去的分析现在不行了。,0
你这种二哈也炒股？,1
怎么可能了,0
拖股，不会跟着板块涨的,0
你去可以代表250家,0
你认真看了，今天是高开吗？,0
现在可以多嘛？,0
这三个买不进，黑牡丹换手龙，,0
也许等会飞起来。,0
好狗不咬人,1
上涨就做空,0
今天会涨,0
就你字多，看了我半个小时,0
喝多了吧,0
立马涨停,0
还有一分钟，看你表演,0
要停牌？？？,0
你想与人民为敌,1
葡萄酸,0
整天发这些有用吗？,1
人民的力量无敌,0
别自己安慰自己了,0
割了就涨了，都利空出尽了,0
预言家,1
有毛病,1
开尔新材，我有你这样的故事，你不涨就是一块锈铁，,0
开盘就大涨,0
别在那里丢人现眼了，万一打脸了，容易挨骂。,1
完了我也梦到了,0
买湘邮科技去吧,0
高开有坑,0
王多鱼附体吧,0
大神，能说一下40几吗？,0
别来咬我了，我没打疫苗，滚远点！,1
新闻满天飞了，出不出公告结果都一样,0
想多了,0
开盘涨停，紧张就变兴奋了,0
雅培上新闻了<br />,0
不错很精彩，我信了[狗]28[狗]28,0
应该去正泰门口啪啪啪,0
早知道跟你一起跑了,0
18嫌买早了点。,0
买不进,0
信息注明出处,0
昨天问了，说是8：25挂单是有效挂单,0
感谢您对社区工作的支持以及创作的优质内容，我们已对您的帖子进行推荐，将会获得更多曝光！,0
唱多滚啊,1
多,0
给是要涨停的节奏呀？,0
打脸不，韭菜,1
2001做多30手，2067已止盈,0
今天跌20个点吧,0
放心持有,0
投行的成本太低  原始股一元  就像软银投资阿里  玩不过投行啊,0
以后我就是颜粉了,0
上车吃面嘛？,0
人家是国企，这个是民企，能一样么？<br />,0
没杀到五个点你补啊？,0
专业坑人的？,1
听君一席话，如听一席话。,0
20cm的大阴棒等着你们！,0
反正全仓进的不看了,0
真这么好，就表现一下,0
